noise_std_mgal,sample_index,scenario,clean_peak_mgal,low_frequency_energy_fraction,weak_long,sparse_station_count,effective_spacing_multiplier
0.05,43,layered,1.992725133895874,0.999466604738054,0,58,8.964912280701755
0.05,44,hybrid,0.2819592356681824,0.9858890039167334,0,66,7.861538461538461
0.05,45,layered,1.0613971948623657,0.9908857849148658,0,48,10.872340425531915
0.05,46,faulted,1.1380683183670044,0.9877299361075328,0,50,10.428571428571429
0.05,47,faulted,1.837802767753601,0.9702340293601429,0,60,8.661016949152541
0.05,48,dipping,1.9258897304534912,0.9959387259965169,0,62,8.37704918032787
0.05,49,layered,1.2411441802978516,0.9807680698180654,0,55,9.462962962962964
0.05,50,gradient,0.11033499985933304,0.9945300335258985,1,59,8.810344827586206
0.05,51,near_far_combo,0.19603197276592255,0.9778770102585209,1,46,11.355555555555556
0.05,52,layered,1.579712986946106,0.9986979323480497,0,61,8.516666666666667
0.05,53,faulted,1.882131814956665,0.986474647759002,0,39,13.447368421052632
0.05,54,near_far_combo,0.46620091795921326,0.9922046461386597,0,51,10.22
0.05,55,layered,0.9325412511825562,0.9838991910496571,0,56,9.290909090909091
0.05,56,faulted,1.6394662857055664,0.9859589818453391,0,53,9.826923076923077
0.05,57,thin_beds,0.1329808235168457,0.9839555506665911,1,43,12.166666666666666
0.05,58,layered,1.9406284093856812,0.9988865144687178,0,64,8.11111111111111
0.05,59,near_far_combo,0.7528812885284424,0.9709889414499702,0,58,8.964912280701755
0.05,60,hybrid,2.168363571166992,0.9926069813841912,0,53,9.826923076923077
0.05,61,dipping,1.8912214040756226,0.995862424270366,0,56,9.290909090909091
0.05,62,layered,1.9621267318725586,0.982943169329457,0,51,10.22
0.05,63,hybrid,1.6477127075195312,0.969649162515412,0,70,7.405797101449275
0.05,64,near_far_combo,0.4709548056125641,0.9758608289724852,0,51,10.22
0.05,65,faulted,1.8708912134170532,0.9934415393073135,0,62,8.37704918032787
0.05,66,gradient,0.1861027032136917,0.9650332191166249,1,50,10.428571428571429
0.05,67,layered,1.5069091320037842,0.990383642657995,0,39,13.447368421052632
0.05,68,hybrid,1.2913775444030762,0.9701262836668406,0,55,9.462962962962964
0.05,69,faulted,0.610640823841095,0.9802052694305599,0,63,8.241935483870968
0.05,70,dipping,0.43013933300971985,0.9871159438585742,0,47,11.108695652173912
0.05,71,thin_beds,0.07966525852680206,0.9980075589890227,1,50,10.428571428571429
0.05,72,dipping,0.9266418218612671,0.9991425201904954,0,40,13.102564102564102
0.05,73,hybrid,1.2599542140960693,0.9766334850540367,0,44,11.883720930232558
0.05,74,thin_beds,0.158464714884758,0.9793593966219565,1,50,10.428571428571429
0.05,75,near_far_combo,0.19405609369277954,0.9835891135375822,1,41,12.775
0.05,76,thin_beds,0.1357629895210266,0.9985868868435561,1,47,11.108695652173912
0.05,77,near_far_combo,0.1895422488451004,0.9809328694464591,1,51,10.22
0.05,78,dipping,1.4751826524734497,0.9833198876170437,0,53,9.826923076923077
0.05,79,near_far_combo,0.6872156262397766,0.9788328561419415,0,64,8.11111111111111
0.05,80,layered,1.6980022192001343,0.9999067511656174,0,42,12.463414634146341
0.05,81,hybrid,1.0355815887451172,0.9967909051986151,0,55,9.462962962962964
0.05,82,faulted,0.8828079700469971,0.9997612130496205,0,48,10.872340425531915
0.05,83,thin_beds,0.19877256453037262,0.9697082890269468,1,46,11.355555555555556
0.05,84,hybrid,1.2839359045028687,0.9796226729970424,0,43,12.166666666666666
0.05,85,faulted,1.2530306577682495,0.9812577047790707,0,54,9.641509433962264
0.05,86,near_far_combo,0.19669967889785767,0.9710823175072602,1,55,9.462962962962964
0.05,87,hybrid,0.9298736453056335,0.975038038175656,0,69,7.514705882352941
0.05,88,gradient,0.432372123003006,0.9761578967141877,0,60,8.661016949152541
0.05,89,near_far_combo,0.7395874261856079,0.9719036544273223,0,40,13.102564102564102
0.05,90,near_far_combo,0.47455868124961853,0.9839280169202804,0,41,12.775
0.05,91,layered,2.2321596145629883,0.9692212890086125,0,62,8.37704918032787
0.05,92,thin_beds,0.17410677671432495,0.9701191216325271,1,46,11.355555555555556
0.05,93,hybrid,1.9432495832443237,0.9795012988894719,0,63,8.241935483870968
0.05,94,faulted,0.8818744421005249,0.9985884917627155,0,68,7.626865671641791
0.05,95,layered,2.860142946243286,0.999916991164854,0,42,12.463414634146341
0.05,96,near_far_combo,0.1664988398551941,0.986925269268975,1,51,10.22
0.05,97,faulted,2.125202178955078,0.9756282132182842,0,44,11.883720930232558
0.05,98,faulted,0.6952149868011475,0.9836002809302827,0,58,8.964912280701755
0.05,99,gradient,0.38579002022743225,0.971709066753718,0,62,8.37704918032787
0.05,100,faulted,1.5512065887451172,0.9824582354602388,0,60,8.661016949152541
0.05,101,dipping,1.9762166738510132,0.9856888808464853,0,45,11.613636363636363
0.05,102,near_far_combo,0.37465518712997437,0.9770166444280078,0,62,8.37704918032787
0.05,103,gradient,0.7349585890769958,0.97068763464482,0,55,9.462962962962964
0.05,104,hybrid,0.5103775262832642,0.9690732053997888,0,53,9.826923076923077
0.05,105,thin_beds,0.09532821178436279,0.970261896325984,1,49,10.645833333333334
0.05,106,faulted,0.6331044435501099,0.9755872571885349,0,59,8.810344827586206
0.05,107,hybrid,1.8048332929611206,0.9893015653950232,0,52,10.019607843137255
0.05,108,faulted,1.2444950342178345,0.9869392848478863,0,53,9.826923076923077
0.05,109,near_far_combo,0.5492860674858093,0.9735446100294981,0,57,9.125
0.05,110,gradient,0.3633785545825958,0.9711336739370993,0,67,7.742424242424242
0.05,111,hybrid,2.1048519611358643,0.9924464947537961,0,45,11.613636363636363
0.05,112,dipping,0.7373912930488586,0.9826109929538122,0,62,8.37704918032787
0.05,113,dipping,2.148712158203125,0.9868007446011403,0,40,13.102564102564102
0.05,114,layered,1.5859347581863403,0.9974844527483809,0,59,8.810344827586206
0.05,115,faulted,1.3690004348754883,0.9844130368232091,0,61,8.516666666666667
0.05,116,near_far_combo,0.1501723676919937,0.9851456710929403,1,66,7.861538461538461
0.05,117,faulted,0.9203915596008301,0.9713404073772515,0,43,12.166666666666666
0.05,118,gradient,0.4033418595790863,0.9843541200840235,0,58,8.964912280701755
0.05,119,thin_beds,0.2254844605922699,0.9728069912784035,0,59,8.810344827586206
0.2,0,gradient,0.2111409455537796,0.9987332812941958,0,62,8.37704918032787
0.2,1,near_far_combo,0.17786858975887299,0.9965671578368266,1,41,12.775
0.2,2,faulted,1.50434148311615,0.9808472021359774,0,43,12.166666666666666
0.2,3,near_far_combo,0.20794281363487244,0.9998652787505194,0,57,9.125
0.2,4,faulted,1.7180160284042358,0.9764259118471279,0,49,10.645833333333334
0.2,5,layered,1.7154028415679932,0.9968361884012391,0,56,9.290909090909091
0.2,6,hybrid,0.5803132653236389,0.9686756061767654,0,48,10.872340425531915
0.2,7,hybrid,2.0005147457122803,0.9993186915638013,0,67,7.742424242424242
0.2,8,layered,1.596860647201538,0.9840171743973333,0,58,8.964912280701755
0.2,9,thin_beds,0.07073277235031128,0.9763490928625448,1,56,9.290909090909091
0.2,10,thin_beds,0.2771385908126831,0.9839059442636365,0,50,10.428571428571429
0.2,11,near_far_combo,0.14574430882930756,0.9733855518185038,1,56,9.290909090909091
0.2,12,thin_beds,0.09461941570043564,0.9836519876689155,1,60,8.661016949152541
0.2,13,near_far_combo,0.19103319942951202,0.9993198418656969,1,45,11.613636363636363
0.2,14,dipping,2.1855156421661377,0.9819336396834796,0,62,8.37704918032787
0.2,15,near_far_combo,0.14656777679920197,0.9957145633193751,1,70,7.405797101449275
0.2,16,faulted,0.8306418061256409,0.9958511408391104,0,52,10.019607843137255
0.2,17,gradient,0.10768119990825653,0.9918433212387385,1,63,8.241935483870968
0.2,18,gradient,0.37415391206741333,0.9849958526627427,0,44,11.883720930232558
0.2,19,hybrid,0.8305407762527466,0.9692212889181386,0,49,10.645833333333334
0.2,20,gradient,0.4873020052909851,0.977157448573499,0,39,13.447368421052632
0.2,21,gradient,0.30146199464797974,0.9830003571442193,0,50,10.428571428571429
0.2,22,thin_beds,0.2815995216369629,0.9914315419637351,0,49,10.645833333333334
0.2,23,gradient,0.5725765228271484,0.9715113563077076,0,68,7.626865671641791
0.2,24,thin_beds,0.08384555578231812,0.9842983787101636,1,54,9.641509433962264
0.2,25,near_far_combo,0.1548948884010315,0.9709230321059202,1,62,8.37704918032787
0.2,26,hybrid,1.45979905128479,0.9932881147863768,0,51,10.22
0.2,27,thin_beds,0.0604148767888546,0.984161149150384,1,42,12.463414634146341
0.2,28,thin_beds,0.06443650275468826,0.9692212930718753,1,70,7.405797101449275
0.2,29,thin_beds,0.19879038631916046,0.9692952899635219,1,63,8.241935483870968
0.2,30,faulted,0.8878197073936462,0.9887668091766143,0,65,7.984375
0.2,31,thin_beds,0.09472198039293289,0.9845747586785933,1,55,9.462962962962964
0.2,32,near_far_combo,0.10367671400308609,0.9845736893993533,1,68,7.626865671641791
0.2,33,layered,1.7133346796035767,0.9847405335179688,0,63,8.241935483870968
0.2,34,dipping,1.5844484567642212,0.983221800555284,0,60,8.661016949152541
0.2,35,gradient,0.7311776280403137,0.9727469081061989,0,61,8.516666666666667
0.2,36,layered,1.4998582601547241,0.9878923019155095,0,69,7.514705882352941
0.2,37,faulted,0.40947601199150085,0.9701543694302869,0,41,12.775
0.2,38,dipping,1.0170254707336426,0.9731419561469179,0,42,12.463414634146341
0.2,39,thin_beds,0.12124308943748474,0.9839597767149195,1,57,9.125
0.2,40,thin_beds,0.11042319983243942,0.983760646370556,1,72,7.197183098591549
0.2,41,layered,0.993499755859375,0.9842561709403025,0,68,7.626865671641791
0.2,42,gradient,0.3991538882255554,0.9797947810304575,0,60,8.661016949152541
0.2,43,thin_beds,0.2971837818622589,0.9946837412887822,0,58,8.964912280701755
0.2,44,layered,1.60838782787323,0.9757372307576138,0,60,8.661016949152541
0.2,45,gradient,0.23203229904174805,0.9958772163594117,0,50,10.428571428571429
0.2,46,thin_beds,0.13123172521591187,0.9979825870100094,1,49,10.645833333333334
0.2,47,thin_beds,0.4381054937839508,0.9875868699053634,0,70,7.405797101449275
0.2,48,near_far_combo,0.4683547616004944,0.9800584573987967,0,65,7.984375
0.2,49,gradient,0.5733991265296936,0.9760492632701129,0,51,10.22
0.2,50,dipping,0.6221670508384705,0.9841942177427033,0,52,10.019607843137255
0.2,51,dipping,1.4838776588439941,0.9880284218312201,0,60,8.661016949152541
0.2,52,thin_beds,0.06378679722547531,0.9831929140361636,1,58,8.964912280701755
0.2,53,faulted,1.084206223487854,0.9915834647736677,0,50,10.428571428571429
0.2,54,near_far_combo,0.5941277742385864,0.9819217827917969,0,65,7.984375
0.2,55,faulted,0.5814344882965088,0.9860491537744386,0,49,10.645833333333334
0.2,56,near_far_combo,0.2676534652709961,0.9896415463679049,0,60,8.661016949152541
0.2,57,dipping,1.5579783916473389,0.9826369630655011,0,51,10.22
0.2,58,near_far_combo,0.2212374359369278,0.9803333613578848,0,63,8.241935483870968
0.2,59,faulted,0.7648209929466248,0.9814703120125885,0,60,8.661016949152541
0.2,60,hybrid,0.7619094848632812,0.97564387249794,0,44,11.883720930232558
0.2,61,layered,1.884509563446045,0.9819007500192737,0,37,14.194444444444445
0.2,62,faulted,1.0110697746276855,0.9769362153651474,0,58,8.964912280701755
0.2,63,faulted,0.9835466742515564,0.9975296143322738,0,47,11.108695652173912
0.2,64,faulted,1.2379634380340576,0.982961438307108,0,39,13.447368421052632
0.2,65,thin_beds,0.38362759351730347,0.9983869843990224,0,52,10.019607843137255
0.2,66,near_far_combo,0.14013372361660004,0.9814211746259746,1,53,9.826923076923077
0.2,67,faulted,1.852249026298523,0.9996277635153038,0,46,11.355555555555556
0.2,68,layered,1.262964129447937,0.9968883154599452,0,59,8.810344827586206
0.2,69,faulted,1.5474079847335815,0.9860178475612252,0,56,9.290909090909091
0.2,70,thin_beds,0.18853047490119934,0.9701586754959768,1,55,9.462962962962964
0.2,71,thin_beds,0.01666308008134365,0.9894096790560704,1,50,10.428571428571429
0.2,72,dipping,1.2874640226364136,0.9977587621291364,0,55,9.462962962962964
0.2,73,dipping,1.4478795528411865,0.9989749293573674,0,57,9.125
0.2,74,dipping,1.1993597745895386,0.9701620572954079,0,50,10.428571428571429
0.2,75,dipping,1.3837332725524902,0.9697044434105191,0,52,10.019607843137255
0.2,76,faulted,0.574442982673645,0.9672931637521237,0,55,9.462962962962964
0.2,77,hybrid,1.6681462526321411,0.9821354718098134,0,50,10.428571428571429
0.2,78,faulted,0.807054340839386,0.9750227576334969,0,54,9.641509433962264
0.2,79,gradient,0.24691686034202576,0.985404558793812,0,59,8.810344827586206
0.2,80,thin_beds,0.2589958608150482,0.9996526312116456,0,41,12.775
0.2,81,dipping,1.210818886756897,0.9979887363325444,0,44,11.883720930232558
0.2,82,gradient,0.538260817527771,0.973175349557973,0,46,11.355555555555556
0.2,83,hybrid,1.142732858657837,0.9839701625391604,0,46,11.355555555555556
0.2,84,thin_beds,0.5536870360374451,0.9919373475177503,0,55,9.462962962962964
0.2,85,dipping,1.6878544092178345,0.9854222293805041,0,46,11.355555555555556
0.2,86,near_far_combo,0.71048903465271,0.9743786867478583,0,40,13.102564102564102
0.2,87,near_far_combo,0.5147545337677002,0.9763866205369144,0,63,8.241935483870968
0.2,88,hybrid,1.8074617385864258,0.9717918813708403,0,46,11.355555555555556
0.2,89,gradient,0.4356409013271332,0.9767054984026999,0,66,7.861538461538461
0.2,90,gradient,0.23557741940021515,0.9702040413953212,0,51,10.22
0.2,91,layered,2.412195920944214,0.9839008566136602,0,56,9.290909090909091
0.2,92,layered,1.8395934104919434,0.9948552093569943,0,49,10.645833333333334
0.2,93,thin_beds,0.21462313830852509,0.9843361086541838,0,62,8.37704918032787
0.2,94,faulted,1.4567639827728271,0.9965120275777082,0,59,8.810344827586206
0.2,95,thin_beds,0.17227236926555634,0.9903397652261889,1,60,8.661016949152541
0.2,96,layered,1.7406437397003174,0.9822299765210544,0,71,7.3
0.2,97,faulted,1.3752119541168213,0.9848858635918091,0,59,8.810344827586206
0.2,98,dipping,1.6547051668167114,0.9744902905202747,0,50,10.428571428571429
0.2,99,near_far_combo,0.2830311954021454,0.9767858405410489,0,53,9.826923076923077
0.2,100,faulted,1.2569661140441895,0.9834015921432071,0,43,12.166666666666666
0.2,101,gradient,0.5867680907249451,0.971795581901033,0,56,9.290909090909091
0.2,102,near_far_combo,0.32058286666870117,0.9945210191865912,0,42,12.463414634146341
0.2,103,hybrid,0.31762754917144775,0.9792654901682265,0,47,11.108695652173912
0.2,104,thin_beds,0.27162936329841614,0.9935685958029419,0,54,9.641509433962264
0.2,105,faulted,1.6287709474563599,0.9877732143328318,0,45,11.613636363636363
0.2,106,gradient,0.6298821568489075,0.9704138020031284,0,66,7.861538461538461
0.2,107,gradient,0.07540439069271088,0.9703511320817982,1,53,9.826923076923077
0.2,108,dipping,1.732325553894043,0.9922272915262919,0,46,11.355555555555556
0.2,109,layered,0.49323126673698425,0.9692212893289497,0,51,10.22
0.2,110,dipping,1.141499400138855,0.9692906118606311,0,43,12.166666666666666
0.2,111,faulted,1.699663519859314,0.9780336841158632,0,68,7.626865671641791
0.2,112,hybrid,1.7517828941345215,0.9983232323955394,0,60,8.661016949152541
0.2,113,near_far_combo,0.4558051526546478,0.9820660114443346,0,46,11.355555555555556
0.2,114,dipping,1.612900733947754,0.9805165312001277,0,56,9.290909090909091
0.2,115,hybrid,0.4323104918003082,0.9859100088434122,0,44,11.883720930232558
0.2,116,dipping,2.356748342514038,0.9989493457765615,0,55,9.462962962962964
0.2,117,layered,1.741269826889038,0.9841683659556674,0,40,13.102564102564102
0.2,118,thin_beds,0.2767585217952728,0.9886311365304922,0,39,13.447368421052632
0.2,119,hybrid,0.4988955557346344,0.9753815094482662,0,51,10.22
